Model ,modelA_EX_ca2_e,modelA_EX_cl_e,modelA_EX_co2_e,modelA_EX_cobalt2_e,modelA_EX_fe3_e,modelA_EX_fe3pyovd_kt_e,modelA_EX_h2o_e,modelA_EX_h_e,modelA_EX_k_e,modelA_EX_mg2_e,modelA_EX_mn2_e,modelA_EX_nh4_e,modelA_EX_o2_e,modelA_EX_pyovd_kt_e,modelA_EX_zn2_e,modelB_EX_ca2_e,modelB_EX_cl_e,modelB_EX_co2_e,modelB_EX_cobalt2_e,modelB_EX_fe3_e,modelB_EX_fe3pyovd_kt_e,modelB_EX_h2o_e,modelB_EX_h_e,modelB_EX_k_e,modelB_EX_mg2_e,modelB_EX_mn2_e,modelB_EX_nh4_e,modelB_EX_o2_e,modelB_EX_pyovd_kt_e,modelB_EX_zn2_e,interaction_type
SRR12328896.bin.27.fbc2XSRR12328896.bin.32.fbc2 ,-0.1791753004984002,-0.1791753004984002,1000.0,-0.0034423688856577,-0.2687801625919519,0.0,1000.0,381.3124306766074,-6.719263098977422,-0.2986255008305534,-0.023786768999912,132.4551639901183,-586.7208087370481,0.0,-0.0117384779000531,-0.2160583516448468,-0.2160583516448468,0.0,-0.0041509769768026,-458.82992543243,1000.0,-426.9705461866269,-1000.0,-8.102416490416886,-0.3600972527415251,-0.0286832509100349,867.5448360098817,-235.73368447499183,-1000.0,-0.0141548314910551, Neutralism
SRR12328896.bin.30.fbc2XSRR12328896.bin.11.fbc2 ,-0.002156623960559,-0.002156623960559,24.21803955134942,-4.143369756093307e-05,-1000.0,1000.0,-21.90718438304839,-0.8077503492469305,-0.0808756773761842,-0.0035943732676742,-0.0002863068505121,50.19044311232892,-23.44200293406209,-1000.0,-0.0001412889088214,-0.18066636262688,-0.18066636262688,975.7819604486506,-0.0034710156123765,999.495904402607,-1000.0,970.2378560173412,-999.1922496507532,-6.775179504367884,-0.3011106043782092,-0.0239847178818308,940.2358484487664,0.0,1000.0,-0.0118361632383994, Amensalism
SRR12328896.bin.17.fbc2XSRR12328896.bin.3.fbc2 ,-0.2084329503435356,-0.2084329503435356,71.57264540166398,-0.0040044755108965,-1000.0,999.6873305521073,0.0,-64.30182539431848,-7.816455884036486,-0.3473882505726351,-0.0276709257805123,1000.0,-282.84747168482704,-999.6873305521073,-0.0136552614922038,-0.0798163534552713,-0.0798163534552713,928.427354598336,-0.0015334553977481,1000.0,-1000.0,1000.0,-25.42980371727515,-2.993197594618323,-0.1330272557587477,-0.0105961767987992,0.0,-717.152528315173,1000.0,-0.0052290829064531, Amensalism
SRR12328896.bin.30.fbc2XSRR12328896.bin.16.fbc2 ,-0.0450348210265474,-0.0450348210265474,737.0340632334478,-0.000865222305947,1000.0,-1000.0,-135.79366151876957,475.35665610010255,-1.6888533757211237,-0.0750580350442078,-0.0059786861343127,964.8466999696428,-499.67532383043215,1000.0,-0.0029504080633842,-0.1726013137167683,-0.1726013137167683,262.9659367665522,-0.0033160675066028,-1000.0,999.7410814490872,-356.1741547760104,524.6433438998974,-6.472731648091667,-0.2876688561946139,-0.0229140264704028,35.15330003035706,-500.3246761695679,-999.7410814490872,-0.0113077901974065, Neutralism
SRR12328896.bin.27.fbc2XSRR12328896.bin.16.fbc2 ,-0.1490089074031857,-0.1490089074031857,295.0317259509261,-0.0028628032162032,-1000.0,999.7764723248793,719.784242198878,-879.1781660072776,-5.587991481797758,-0.2483481790053474,-0.019781970223903,748.7951503507288,-15.946426175490616,-999.7764723248793,-0.0097621589671916,-0.1721947388812168,-0.1721947388812168,704.9682740490739,-0.003308256270543,0.0,-0.2583086496032365,280.215757801122,1000.0,-6.4574846621410416,-0.2869912314687326,-0.0228600508294221,251.2048496492712,-984.0535738245094,0.2583086496032365,-0.0112811538824644, Amensalism
SRR12328896.bin.3.fbc2XSRR12328896.bin.11.fbc2 ,-0.0020820106120709,-0.0020820106120709,24.218039551349197,-4.000020385319658e-05,-1000.0,1000.0,-35.6372798441389,538.1033073568683,-0.0780775979643522,-0.0034700176868227,-0.0002764014088825,62.53903247447238,-293.4632082272476,-1000.0,-0.0001364006952826,-0.18066636262688,-0.18066636262688,975.7819604486508,-0.0034710156123765,999.495904402607,-1000.0,-389.13933214633926,-1000.0,-6.775179504367884,-0.3011106043782092,-0.0239847178818308,937.4609675255276,0.0,1000.0,-0.0118361632383994, Amensalism
SRR12328896.bin.6.fbc2XSRR12328896.bin.30.fbc2 ,-0.0213311583631821,-0.0213311583631821,248.77846110940845,-0.0004098205257605,-1000.0,999.9680012133526,-957.6000561840092,-491.1709758410625,-0.7999409787470313,-0.0355519306052656,-0.0028318598326677,489.5025514006432,-2.7872693103490747,-999.9680012133526,-0.0013974879926763,-0.0308559344175591,-0.0308559344175591,751.2215388905915,-0.0005928133413135,1000.0,-1000.0,496.00562531926994,-11.556902017860466,-1.157130145392216,-0.0514265573625607,-0.0040963401887665,510.49744859935686,-500.0115717164233,1000.0,-0.0020214934939986, Competition
SRR12328896.bin.6.fbc2XSRR12328896.bin.15.fbc2 ,-0.0272172594990252,-0.0272172594990252,424.5382003392833,-0.0005229060421925,-1000.0,999.9591714962212,-829.4605684127764,-411.67540720977456,-1.0206759910464598,-0.0453620991651178,-0.0036132807520061,996.8467030467368,-431.6225104386547,-999.9591714962212,-0.0017831096040481,-0.0861592726408844,-0.0861592726408844,575.4617996607167,-0.0016553174378941,999.8707528144514,-1000.0,-170.5394315872236,-588.3245927902254,-3.2310637664942305,-0.1435987877348452,-0.0114382434956041,3.1532969532632933,-286.261325562195,1000.0,-0.0056446324631451, Amensalism
SRR12328896.bin.17.fbc2XSRR12328896.bin.11.fbc2 ,-0.2024614125144808,-0.2024614125144808,185.21691707269335,-0.0038897485593452,-1000.0,999.6962884324856,-1000.0,-84.53790866096813,-7.592516905461707,-0.337435687524021,-0.026878162545131,743.7146841993826,-285.69336859140776,-999.6962884324856,-0.013264042587366,-0.165944555174974,-0.165944555174974,814.7830829273066,-0.003188175891978,999.5369812152152,-1000.0,958.7803232145022,-290.3218352782334,-6.223096168734401,-0.2765742586249189,-0.0220302954132876,256.2853158006173,-249.94647849721423,1000.0,-0.0108716797915349, Amensalism
SRR12328896.bin.30.fbc2XSRR12328896.bin.27.fbc2 ,-0.0421947673111162,-0.0421947673111162,480.2378188378207,-0.000810658353771,1000.0,-1000.0,-423.6962442647226,-15.804603370703036,-1.5823483603761588,-0.0703246121852316,-0.0056016492242179,963.2930780818,-463.0967222211602,1000.0,-0.0027643449861898,-0.1648341745815287,-0.1648341745815287,519.7621811621793,-0.0031668429314777,-1000.0,999.752732903913,1000.0,142.35208356307885,-6.181455723168938,-0.2747236243026236,-0.0218828846562928,36.706921918199896,-536.9032777788398,-999.752732903913,-0.0107989343962344, Amensalism
SRR12328896.bin.32.fbc2XSRR12328896.bin.16.fbc2 ,-0.2160583516448468,-0.2160583516448468,511.86065022981575,-0.0041509769768026,1000.0,-676.0962308799171,0.0,-1000.0,-8.102416490416886,-0.3600972527415251,-0.0286832509100349,964.9841452081516,-482.0563959263473,676.0962308799171,-0.0141548314910551,-0.1719264630281713,-0.1719264630281713,116.86103404451433,-0.0033031020755061,-1000.0,999.7420937899474,280.8143914630414,1000.0,-6.447424034171831,-0.2865441050470281,-0.0228244353414766,35.01585479184837,-517.9436040736528,-999.7420937899471,-0.0112635780773189, Neutralism
SRR12328896.bin.11.fbc2XSRR12328896.bin.16.fbc2 ,-0.179177227663331,-0.179177227663331,959.4966599926328,-0.0034424059109596,999.5000593895572,-1000.0,8.045563555753347,-1000.0,-6.71933536970073,-0.2986287127722562,-0.0237870248444096,969.3507473828632,-76.15090713432335,1000.0,-0.0117386041562213,-0.172225663564518,-0.172225663564518,40.50334000736734,-0.0033088504046645,-1000.0,999.7416449604012,242.2926145491956,1000.0,-6.458644370441448,-0.2870427726074922,-0.0228641562964639,30.64925261713688,-923.8490928656768,-999.7416449604012,-0.0112831798800243, Neutralism
SRR12328896.bin.17.fbc2XSRR12328896.bin.15.fbc2 ,-0.224457886105597,-0.224457886105597,424.5308176235105,-0.0043123513180489,-1000.0,999.6632916090848,-1000.0,-83.16096194107979,-8.417407908283849,-0.3740964768427375,-0.0297983476078798,996.9954498717028,-300.310980415896,-999.6632916090848,-0.0147051179945947,-0.0861592726408844,-0.0861592726408844,575.4691823764895,-0.0016553174378941,999.8707528144514,-1000.0,0.0,-588.3209014323387,-3.2310637664942305,-0.1435987877348452,-0.0114382434956041,3.004550128296956,-286.261325562195,1000.0,-0.0056446324631451, Amensalism
SRR12328896.bin.6.fbc2XSRR12328896.bin.11.fbc2 ,-0.0020907949694901,-0.0020907949694901,24.21803955134942,-4.016897150904697e-05,-1000.0,999.996863606701,-545.5760844800539,-48.658914463951874,-0.0784070206474325,-0.0034846582824457,-0.0002775675934572,48.55720582459503,-0.0422822611485571,-999.996863606701,-0.0001369761929481,-0.18066636262688,-0.18066636262688,975.7819604486506,-0.0034710156123765,999.495904402607,-1000.0,-454.42391551994615,-906.7537050668878,-6.775179504367884,-0.3011106043782092,-0.0239847178818308,951.442794175405,-32.49517819601215,1000.0,-0.0118361632383994, Amensalism
SRR12328896.bin.17.fbc2XSRR12328896.bin.30.fbc2 ,-0.2500849613383025,-0.2500849613383025,1000.0,-0.0048047062697378,-1000.0,999.6248485344612,-497.6344721124081,-101.70892916448372,-9.378450309032472,-0.4168082688972845,-0.0332005203237031,1000.0,-801.6208166454107,-999.6248485344612,-0.0163840483796775,0.0,0.0,0.0,0.0,1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0, Amensalism
SRR12328896.bin.15.fbc2XSRR12328896.bin.16.fbc2 ,-0.0861592726408844,-0.0861592726408844,575.4691823764895,-0.0016553174378941,999.8707528144514,-1000.0,0.0,-588.3209014323379,-3.2310637664942305,-0.1435987877348452,-0.0114382434956041,3.1532969532632933,-286.261325562195,1000.0,-0.0056446324631451,-0.1727909480249536,-0.1727909480249536,424.5308176235105,-0.0033197108169815,-1000.0,999.7407969794084,-1000.0,1000.0,-6.479843135032638,-0.2879849133749985,-0.0229392017455438,40.623168479232845,-500.3250328860928,-999.7407969794084,-0.0113202138859378, Neutralism
SRR12328896.bin.32.fbc2XSRR12328896.bin.11.fbc2 ,-0.1834875428695568,-0.1834875428695568,24.218039551349197,-0.0035252169619752,-244.95903885567293,1000.0,367.1418431884517,-557.2068843232798,-6.880976744542863,-0.3058125714493371,-0.0243592492071229,265.9209579389508,-389.6774629621952,-1000.0,-0.0120209898402663,-0.18066636262688,-0.18066636262688,975.7819604486508,-0.0034710156123765,999.495904402607,-1000.0,0.0,-442.79311567672016,-6.775179504367884,-0.3011106043782092,-0.0239847178818308,734.0790420610492,-249.9417303254063,1000.0,-0.0118361632383994, Amensalism
SRR12328896.bin.17.fbc2XSRR12328896.bin.16.fbc2 ,-0.2288978417723228,-0.2288978417723228,829.3757040713854,-0.004397653059982,-1000.0,999.6566312490764,-72.273704192531,-586.8549562365399,-8.583910937381575,-0.3814964029538714,-0.0303877826445386,855.1336633476835,-283.32319222191904,-999.6566312490762,-0.0149959969345445,-0.1228767229555387,-0.1228767229555387,170.62429592861463,-0.0023607439568422,0.0,-0.1843268881530093,-927.726295807469,449.01463504427306,-4.608006951748962,-0.2047945382591933,-0.0163127407420233,144.86633665231648,-500.231140440818,0.1843268881530093,-0.0080501368929617, Amensalism
SRR12328896.bin.15.fbc2XSRR12328896.bin.3.fbc2 ,-0.0861592726408844,-0.0861592726408844,575.4617996607165,-0.0016553174378941,-1000.0,999.8707528144514,-857.1237003906227,-588.3436951534584,-3.2310637664942305,-0.1435987877348452,-0.0114382434956041,3.0442777468055056,-286.261325562195,-999.8707528144514,-0.0056446324631451,-0.0364972993155561,-0.0364972993155561,424.5382003392836,-0.000701196912928,1000.0,-1000.0,471.2375466089143,377.6851545059069,-1.3686872901637344,-0.0608288321925556,-0.0048452706680564,618.3894158438989,-616.9937194225355,1000.0,-0.0023910814729788, Amensalism
SRR12328896.bin.17.fbc2XSRR12328896.bin.32.fbc2 ,-0.249946296985513,-0.249946296985513,1000.0,-0.0048020422091212,-1000.0,999.6250565443106,-355.8526190402963,-86.02599577396552,-9.37325024927634,-0.4165771616424081,-0.0331821116651553,1000.0,-614.4557683423259,-999.6250565443108,-0.0163749639331172,-0.1951791009786347,-0.1951791009786347,0.0,-0.0037498386354855,861.3798766361647,0.3749434556892765,235.39139165698973,-913.9740042260344,-7.319422527822439,-0.3252985016309822,-0.0259113849714367,0.0,-385.5442316576741,-0.3749434556892765,-0.0127869497471238, Neutralism
SRR12328896.bin.27.fbc2XSRR12328896.bin.3.fbc2 ,-0.148952749703767,-0.148952749703767,0.0693896599125309,-0.0028617242978725,-1000.0,999.7765565668228,843.6227704970806,-333.85408006565217,-5.585885508729575,-0.2482545828396496,-0.0197745148982448,319.1828924164149,-237.5889407024356,-999.7765565668228,-0.0097584798556908,-0.0859634462840404,-0.0859634462840404,999.9306103400876,-0.0016515551639031,1000.0,-1000.0,156.37722950291936,-54.86181288807825,-3.223720071184289,-0.1432724104732869,-0.0114122461829992,680.8171075835851,-762.4110592975644,1000.0,-0.005631803109054, Amensalism
SRR12328896.bin.6.fbc2XSRR12328896.bin.27.fbc2 ,-0.0417901813174239,-0.0417901813174239,490.10907430918496,-0.0008028853278574,999.9373107135972,-1000.0,-911.9759908695188,-967.2904583957196,-1.5671759580944808,-0.0696503021956687,-0.0055479376158018,964.4387140861,-1.885676553247208,1000.0,-0.0027378389681871,-0.1643193712957327,-0.1643193712957327,509.89092569081504,-0.00315695237839,-1000.0,999.7535051582944,1000.0,137.78351756778147,-6.162150055968823,-0.2738656188261075,-0.0218145409347698,35.561285913900065,-598.645272153145,-999.7535051582946,-0.0107652076103477, Neutralism
SRR12328896.bin.17.fbc2XSRR12328896.bin.27.fbc2 ,-0.2492054143812083,-0.2492054143812083,998.3304882728548,-0.0047878081533099,-1000.0,999.6261679393874,0.0,-87.77005118890179,-9.345466368744155,-0.4153423573020518,-0.0330837543396,999.8481115893172,-606.7789888472995,-999.6261679393874,-0.0163264258028448,-0.0902050007244952,-0.0902050007244952,1.6695117271452773,-0.0017330451628367,0.0,-0.1353161663125774,1000.0,-25.36515228585631,-3.382782844652411,-0.1503416678741587,-0.0119753420750612,0.1518884106828864,-393.2210111527005,0.1353161663125774,-0.0059096840052461, Amensalism
SRR12328896.bin.3.fbc2XSRR12328896.bin.16.fbc2 ,-0.0824873633609968,-0.0824873633609968,959.4966599926328,-0.0015847716304051,1000.0,-1000.0,277.561665514595,-587.2652839946122,-3.093363288479054,-0.1374789389350326,-0.010950771965895,969.3507473828622,-499.676030456876,1000.0,-0.0054040712595906,-0.172225663564518,-0.172225663564518,40.50334000736712,-0.0033088504046645,-1000.0,999.7416449604012,0.0,1000.0,-6.458644370441448,-0.2870427726074922,-0.0228641562964639,30.649252617138018,-500.323969543124,-999.7416449604012,-0.0112831798800243, Neutralism
SRR12328896.bin.30.fbc2XSRR12328896.bin.32.fbc2 ,-0.0476932340228586,-0.0476932340228586,935.2039663005548,-0.0009162965229734,1000.0,-1000.0,23.809168888852696,1000.0,-1.7885466721676266,-0.0794887233714689,-0.006331608974051,1000.0,-500.0178861081292,1000.0,-0.0031245711435303,-0.1970627138888403,-0.1970627138888403,-45.02603357427972,-0.0037860271640965,0.0,999.3170815309276,270.056808790549,-1000.0,-7.39006000232564,-0.3284378564814005,-0.0261614477035436,0.0,-450.23127074701074,-999.3170815309276,-0.0129103526294329, Neutralism
SRR12328896.bin.6.fbc2XSRR12328896.bin.3.fbc2 ,-0.0429683849808952,-0.0429683849808952,497.7102308620331,-0.0008255213252823,-1000.0,999.935543294922,-1000.0,-1000.0,-1.611359840457112,-0.0716139749681588,-0.0057043523577249,999.0688546636324,-0.8689520022047645,-999.935543294922,-0.0028150277191798,-0.0431815559418282,-0.0431815559418282,502.2897691379669,-0.0008296168288097,1000.0,-1000.0,436.4151240257088,234.59346360433076,-1.6193539767423315,-0.0719692599029713,-0.0057326522874063,0.9311453363675356,-501.7766728124209,1000.0,-0.0028289933864016, Amensalism
SRR12328896.bin.27.fbc2XSRR12328896.bin.15.fbc2 ,-0.1619410622531631,-0.1619410622531631,424.5382003392833,-0.0031112596013826,-1000.0,999.7570728503222,1000.0,78.02622097167364,-6.072960953773645,-0.2699017704220523,-0.0214988038457022,198.80642193014,-488.1403626576447,-999.7570728503222,-0.0106093952407491,-0.0861592726408844,-0.0861592726408844,575.4617996607167,-0.0016553174378941,999.8707528144514,-1000.0,0.0,-588.3245927902246,-3.2310637664942305,-0.1435987877348452,-0.0114382434956041,3.0156242019561432,-286.261325562195,1000.0,-0.0056446324631451, Neutralism
SRR12328896.bin.15.fbc2XSRR12328896.bin.32.fbc2 ,-0.0861592726408844,-0.0861592726408844,575.4691823764895,-0.0016553174378941,-1000.0,999.8707528144514,-772.726528520297,-588.3209014323386,-3.2310637664942305,-0.1435987877348452,-0.0114382434956041,3.1532969532632933,-286.261325562195,-999.8707528144514,-0.0056446324631451,-0.1906360228045969,-0.1906360228045969,424.5308176235105,-0.0036625556734861,120.74305090598476,0.1292471855485928,-227.27347147970292,-411.6790985676614,-7.149052295732417,-0.3177267046742145,-0.0253082597037064,728.947327675131,-343.459643615579,-0.1292471855485928,-0.0124893148465616, Amensalism
SRR12328896.bin.3.fbc2XSRR12328896.bin.32.fbc2 ,-0.0859694116722948,-0.0859694116722948,1000.0,-0.0016516697727411,1000.0,-1000.0,1000.0,0.0,-3.22394377954663,-0.1432823527870823,-0.0114130381298309,99.66833379707532,-530.2990187437103,1000.0,-0.0056321939250665,-0.2160583516448468,-0.2160583516448468,0.0,-0.0041509769768026,-458.8299254324297,1000.0,-426.9705461866289,-1000.0,-8.102416490416886,-0.3600972527415251,-0.0286832509100349,867.5448360098835,-235.73368447499183,-1000.0,-0.0141548314910551, Neutralism
SRR12328896.bin.6.fbc2XSRR12328896.bin.17.fbc2 ,0.0,0.0,0.0,0.0,1000.0,-1000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000.0,0.0,-0.2500849613383025,-0.2500849613383025,1000.0,-0.0048047062697378,-1000.0,999.6248485344612,-1000.0,-101.70892916448668,-9.378450309032472,-0.4168082688972845,-0.0332005203237031,1000.0,-791.3538079823898,-999.6248485344612,-0.0163840483796775, Amensalism
SRR12328896.bin.6.fbc2XSRR12328896.bin.16.fbc2 ,-0.0443504691631915,-0.0443504691631915,656.9146951846144,-0.000852074335512,999.9334700358836,-1000.0,-1000.0,-859.3065846434586,-1.6631894577071762,-0.0739174486052434,-0.0058878336583347,964.8543108209938,-224.9407698893872,1000.0,-0.0029055734840994,-0.172563944737476,-0.172563944737476,343.0853048153856,-0.0033153495626265,-1000.0,999.741137506146,0.0,1000.0,-6.471330271880447,-0.2876065745624601,-0.0229090654780748,35.14568917900624,-687.3151555388224,-999.741137506146,-0.011305342008768, Neutralism
SRR12328896.bin.30.fbc2XSRR12328896.bin.3.fbc2 ,-0.0429688169076598,-0.0429688169076598,482.5229276646962,-0.0008255296236256,0.0,0.0,-436.4811909314892,-16.09370826711279,-1.611376038167009,-0.0716146948460618,-0.0057044096989784,1000.0,-467.06108733883127,0.0,-0.0028150560164021,-0.0444871994625373,-0.0444871994625373,517.4770723353038,-0.0008547012384951,-1000.0,1000.0,572.8439727218324,-5.744074753907171,-1.6683169884133804,-0.0741453324375243,-0.005905985557888,0.0,-516.7628219470847,-1000.0,-0.0029145312231548, Amensalism
SRR12328896.bin.27.fbc2XSRR12328896.bin.11.fbc2 ,-0.1499119340359129,-0.1499119340359129,24.218039551350103,-0.0028801524310893,-1000.0,999.775117698184,551.4251099042588,-42.154415007465786,-5.621855934731798,-0.2498532233933019,-0.0199018532985064,25.452660922160703,-750.0582696745937,-999.775117698184,-0.0098213197899212,-0.18066636262688,-0.18066636262688,975.78196044865,-0.0034710156123765,999.495904402607,-1000.0,-81.95212820015547,-957.8455849925342,-6.775179504367884,-0.3011106043782092,-0.0239847178818308,974.5473390778392,-249.9417303254063,1000.0,-0.0118361632383994, Amensalism
SRR12328907.bin.12.fbc2XSRR12328907.bin.19.fbc2 ,-0.0492622079161719,-0.0492622079161719,5.881803516783975,-0.0009464401136938,-1000.0,999.8625485022926,0.0,0.0,-1.847384851064476,-0.0821036798603245,-0.0065399011854196,5.900845891870858,-41.45718573380532,-999.8625485022926,-0.0032273607876049,-0.0765053631803311,-0.0765053631803311,708.6675623110089,-0.0014698436730213,999.8852346060112,-1000.0,-1000.0,-1000.0,-2.8690319606629373,-0.1275089386338095,-0.0101566197805595,924.380335220189,-500.1284275909295,1000.0,-0.0050121669249847, Neutralism
