Model ,modelA_EX_ca2_e,modelA_EX_cl_e,modelA_EX_co2_e,modelA_EX_cobalt2_e,modelA_EX_cu2_e,modelA_EX_fe3_e,modelA_EX_fe3pyovd_kt_e,modelA_EX_h2o_e,modelA_EX_h_e,modelA_EX_k_e,modelA_EX_mg2_e,modelA_EX_mn2_e,modelA_EX_nh4_e,modelA_EX_o2_e,modelA_EX_pyovd_kt_e,modelA_EX_zn2_e,modelB_EX_ca2_e,modelB_EX_cl_e,modelB_EX_co2_e,modelB_EX_cobalt2_e,modelB_EX_cu2_e,modelB_EX_fe3_e,modelB_EX_fe3pyovd_kt_e,modelB_EX_h2o_e,modelB_EX_h_e,modelB_EX_k_e,modelB_EX_mg2_e,modelB_EX_mn2_e,modelB_EX_nh4_e,modelB_EX_o2_e,modelB_EX_pyovd_kt_e,modelB_EX_zn2_e,interaction_type
SRR12328893.bin.22.fbc2XSRR12328893.bin.9.fbc2 ,-0.1853235569648177,-0.1853235569648177,1000.0,-0.0035604910079882,-0.0252438812465243,999.7219968620976,-1000.0,158.47751943154665,-154.8802029047913,-6.949829213186035,-0.3088725949413629,-0.0246029928650841,948.7112128181376,-401.17720568392815,1000.0,-0.012141274337182,-0.0888356133536945,-0.0888356133536945,0.0,-0.0017067360874989,-0.0121007588602424,-1000.0,999.8667380462888,-1000.0,-35.49185025088286,-3.331429371248418,-0.1480593555894529,-0.0117935463645153,51.28878718186252,-507.0207527663625,-999.866738046289,-0.0058199700583827, Amensalism
SRR12328893.bin.34.fbc2XSRR12328893.bin.21.fbc2 ,-0.0852316576805378,-0.0852316576805378,1.3345590972079435,-0.0016374958247524,-0.0116098453977429,1000.0,-455.94697316517534,822.3647227835329,-12.740438015067866,-3.1962772252921923,-0.1420527628009722,-0.0113150961493602,540.2794013316261,-636.0452206272062,455.9469731651752,-0.0055838607624991,-0.0398112960705248,-0.0398112960705248,998.665440902792,-0.0007648663990948,-0.0054229027692827,-1000.0,999.9402792315624,-1000.0,-182.75760276259984,-1.4929656702970533,-0.0663521601176171,-0.0052852268174774,74.3138964719808,-363.9547793727938,-999.9402792315622,-0.0026081944207589, Neutralism
SRR12328893.bin.6.fbc2XSRR12328893.bin.13.fbc2 ,-0.1368672831043795,-0.1368672831043795,1000.0,-0.0026295347378209,-0.0186434012912286,-1000.0,1000.0,0.0,-530.4329728790493,-5.132667740825809,-0.2281121385072992,-0.0181700850384913,460.10130685772833,-405.0940462576269,-1000.0,-0.0089667134560613,-0.1078291299884313,-0.1078291299884313,0.0,-0.0020716451487032,-0.0146879641040413,1000.0,-1000.0,-1000.0,-469.5670271209507,-4.043706315049576,-0.1797152166474234,-0.0143150679773498,22.198092097062613,-259.54401539559353,1000.0,-0.0070643099569451, Amensalism
SRR12328893.bin.6.fbc2XSRR12328893.bin.30.fbc2 ,-0.1368672831043795,-0.1368672831043795,1000.0,-0.0026295347378209,-0.0186434012912286,-1000.0,1000.0,-68.63616791430275,-11.69401429541506,-5.132667740825809,-0.2281121385072992,-0.0181700850384913,986.479826419854,-742.9365043442016,-1000.0,-0.0089667134560613,-0.0420176312809417,-0.0420176312809417,0.0,-0.0008072551638633,-0.0057234391119891,0.0,0.0,-931.3638320856973,-10.194744739352132,-1.575705572067477,-0.0700293854681604,-0.0055781331825528,13.520173580145864,-125.08649234546692,0.0,-0.0027527401089173, Amensalism
SRR12328893.bin.8.fbc2XSRR12328893.bin.21.fbc2 ,-0.0864866090861369,-0.0864866090861369,803.1119211234231,-0.0016616063225001,-0.0117807888265133,1000.0,-1000.0,87.37697528795275,-809.2619311395341,-3.243339229076014,-0.1441443484768569,-0.0114816996884883,1.37585988321905,-399.6793756132074,1000.0,-0.005666077559681,-0.0078488443475635,-0.0078488443475635,196.88807887657688,-0.000150794319893,-0.0010691317276041,-1000.0,999.9882259795072,912.6230247120473,-190.7380688604659,-0.2943399567203641,-0.0130814072458633,-0.0010419887501029,91.67132975707092,-499.9998318643334,-999.9882259795072,-0.0005142086306477, Amensalism
SRR12328893.bin.16.fbc2XSRR12328893.bin.2.fbc2 ,-0.0876553674547722,-0.0876553674547722,4.095316025555121,-0.0016840608541315,-0.0119399914553923,-1000.0,999.7554238421624,-180.50418010446924,-7.634487794659435,-3.287168902900248,-0.1460922790912491,-0.0116368605016532,880.2233602660272,-667.3955433680933,-999.7554238421624,-0.0057426475124202,-0.080939099670104,-0.080939099670104,995.9046839744448,-0.0015550259303154,-0.0110251338455782,0.0,-0.1214164246348445,0.0,455.8553390066659,-3.03530176405468,-0.1348984994501734,-0.0107452291781555,119.77663973397284,-206.1832435579304,0.1214164246348445,-0.0053026384222221, Neutralism
SRR12328893.bin.8.fbc2XSRR12328893.bin.2.fbc2 ,-0.0864667366520279,-0.0864667366520279,802.8433142467034,-0.0016612245274245,-0.0117780818993651,1000.0,-1000.0,883.2559451425777,-808.9156768604105,-3.242593991799936,-0.144111227753342,-0.011479061484465,1.3755437454366302,-399.6794492845775,1000.0,-0.0056647756384791,-0.0160233051370823,-0.0160233051370823,197.15668575329664,-0.0003078444791526,-0.002182617356766,-1000.0,999.975963503072,0.0,-180.64926132602272,-0.6008908740884635,-0.0267055085619176,-0.0021272053505754,998.6244562545636,-507.9034916063548,-999.975963503072,-0.0010497496737116, Amensalism
SRR12328893.bin.13.fbc2XSRR12328893.bin.21.fbc2 ,-0.1208355843609751,-0.1208355843609751,34.19212912039984,-0.0023215289983227,-0.0164596405978727,1000.0,-1000.0,-673.5948961405647,-967.8200686450924,-4.531462097631447,-0.2013926406016253,-0.0160417653781905,898.752654085112,-500.0008241496329,1000.0,-0.0079164138841179,-0.0384726353316864,-0.0384726353316864,965.8078708796002,-0.0007391476528937,-0.0052405568587801,-1000.0,999.9422873512642,-326.40510385943526,-32.17993135490758,-1.442764478058848,-0.064121058886144,-0.0051075102812774,1.6618995827039953,-499.9991758503671,-999.9422873512642,-0.002520493496263, Neutralism
SRR12328893.bin.16.fbc2XSRR12328893.bin.25.fbc2 ,-0.0876576718162596,-0.0876576718162596,976.7277911885932,-0.0016841051261735,-0.0119403053444102,-1000.0,999.7554174125288,-500.0,-45.45246481921254,-3.287255318892335,-0.146096119693766,-0.0116371664216785,625.7654007699789,-670.2666973108472,-999.7554174125288,-0.0057427984801279,-0.0875483769960965,-0.0875483769960965,23.2722088114067,-0.0016820053217543,-0.0119254177310494,999.7557223671251,-1000.0,409.66217455271,1000.0,-3.2831566476450007,-0.145913961660085,-0.01162265677317,8.318962840532436,-329.7333026891528,1000.0,-0.0057356381471436, Neutralism
SRR12328893.bin.14.fbc2XSRR12328893.bin.10.fbc2 ,-0.0675835296882496,-0.0675835296882496,19.4800034932224,-0.0012984347682731,-0.0092059025070057,-1000.0,1000.0,-646.4974586495969,-25.08424271827232,-2.534453777220847,-0.1126392161470448,-0.0089721842487051,0.0,-0.1379976471712325,-1000.0,-0.0044276625598058,-0.0776419981517619,-0.0776419981517619,980.5199965067776,-0.0014916810404201,-0.0105760185763301,1000.0,-0.4052085188895944,-353.50254135040313,508.1592220362109,-2.9116569731490927,-0.1294033302530124,-0.010307515988984,1000.0,-574.8855687081352,0.4052085188895944,-0.0050866323476839, Neutralism
SRR12328893.bin.13.fbc2XSRR12328893.bin.8.fbc2 ,-0.1159032304536822,-0.1159032304536822,196.90044929194076,-0.0022267671556619,-0.0157877791338023,-1000.0,1000.0,-834.7007452192839,-190.7628284532116,-4.346493614204746,-0.1931720507560612,-0.0153869610458059,27.314505709234027,-500.1900879782455,-1000.0,-0.0075932760008754,-0.0864860749794615,-0.0864860749794615,803.0995507080593,-0.0016615960611261,-0.0117807160730762,1000.0,-1000.0,882.8911645458516,-809.2371715467884,-3.2433191995145307,-0.1441434582991405,-0.0114816287821213,1.3758513864605677,-399.6793775932549,1000.0,-0.0056660425683503, Amensalism
SRR12328893.bin.28.fbc2XSRR12328893.bin.8.fbc2 ,-0.0677745781811154,-0.0677745781811154,242.81188569577444,-0.0013021052484418,-0.0092319262114415,0.0,0.0,-635.2551276376148,-181.70606144866383,-2.5416182975798165,-0.1129576303018211,-0.0089975472667447,995.5854712504038,-488.97297705898615,0.0,-0.0044401788971981,-0.0816167645738232,-0.0816167645738232,757.1881143042256,-0.0015680454289395,-0.0111174420908355,-1000.0,1000.0,835.7772183616805,-762.9198743895445,-3.06071491401724,-0.13602794095641,-0.0108351939136355,4.414528749596116,-378.5076408618221,-1000.0,-0.0053470349125746, Amensalism
SRR12328893.bin.13.fbc2XSRR12328893.bin.25.fbc2 ,-0.1339724826011661,-0.1339724826011661,816.0251517527929,-0.0025739189741216,-0.0182490855262358,1000.0,-1000.0,-1000.0,-1000.0,-5.024109663087643,-0.2232874710019814,-0.0177857801108984,915.1329237607642,-500.2197225932228,1000.0,-0.0087770637015864,-0.0875483769960965,-0.0875483769960965,131.5825878166752,-0.0016820053217543,-0.0119254177310494,-1000.0,999.7557223671251,266.90562972483235,278.5535457311344,-3.2831566476450007,-0.145913961660085,-0.01162265677317,84.86707623923576,-306.4269599953873,-999.7557223671251,-0.0057356381471436, Neutralism
SRR12328893.bin.14.fbc2XSRR12328893.bin.9.fbc2 ,-0.0674710395145439,-0.0674710395145439,13.640104933950738,-0.0012962735737573,-0.009190579638016,1000.0,-1000.0,0.0,-28.977446783506707,-2.5302352768438823,-0.1124517325242777,-0.008957250394701,9.742430664139532,-0.1377679554200312,1000.0,-0.0044202928864933,-0.1764594996193409,-0.1764594996193409,986.3598950660494,-0.0033901921156029,-0.0240364620999571,-1000.0,999.7352937996102,1000.0,-299.3057563539616,-6.617417696293046,-0.2940991660323107,-0.0234262275191667,990.2575693358604,-999.86223204458,-999.7352937996104,-0.0115605551143289, Neutralism
SRR12328893.bin.16.fbc2XSRR12328893.bin.9.fbc2 ,-0.0872978551495862,-0.0872978551495862,0.0,-0.0016771922219049,-0.0118912928531926,-1000.0,999.7564213736146,1000.0,-415.016054213776,-3.273761813680835,-0.1454964252492345,-0.0115893982532497,0.0,-83.88416868249305,-999.7564213736144,-0.005719225476696,-0.177671226707389,-0.177671226707389,1000.0,-0.0034134721749978,-0.0242015177205985,0.0,-0.2665239074219698,-1000.0,160.7836025054553,-6.662858742496951,-0.2961187111790195,-0.0235870927290307,1000.0,-916.115831317507,0.2665239074219698,-0.0116399401166518, Neutralism
SRR12328893.bin.2.fbc2XSRR12328893.bin.7.fbc2 ,-0.0778415734573627,-0.0778415734573627,957.7915732950642,-0.0014955153402524,-0.0106032037620025,-1000.0,999.8832301622374,950.6506447228631,-184.64806237973312,-2.9191412579939424,-0.1297359557622712,-0.0103340110007366,106.87345912351113,-589.3785288194738,-999.8832301622372,-0.0050997073100234,-0.154216852778859,-0.154216852778859,42.208426704935846,-0.0029628598035742,-0.021006676007687,0.0,-0.2313400934673382,-1000.0,851.9195410908751,-5.783294936498351,-0.2570280879648408,-0.0204733612430345,893.1265408764889,-410.6214711805262,0.2313400934673382,-0.010103351930411, Neutralism
SRR12328893.bin.22.fbc2XSRR12328893.bin.24.fbc2 ,-0.1795659946834575,-0.1795659946834575,937.9119035806376,-0.0034498750179636,-0.0244596138771839,-1000.0,999.4989746511455,-274.50197259217816,-1000.0,-6.733914543754622,-0.2992766578057626,-0.0238386363739664,884.081192259561,-400.00034498750176,-999.4989746511455,-0.0117640738111504,-0.0735603054051807,-0.0735603054051807,62.0880964193625,-0.0014132623516616,-0.0100200300734059,399.38724717671903,0.5010253488544549,1000.0,79.399876723729,-2.7585891821229325,-0.1226005090086346,-0.009765642850084,115.91880774043898,-599.9996550124982,-0.5010253488544549,-0.0048192246192684, Neutralism
SRR12328893.bin.25.fbc2XSRR12328893.bin.30.fbc2 ,-0.0875483769960965,-0.0875483769960965,23.272208811406813,-0.0016820053217543,-0.0119254177310494,-1000.0,999.7557223671251,597.1885186769266,475.1547152312771,-3.2831566476450007,-0.145913961660085,-0.01162265677317,2.363133376765518,-499.99624912813255,-999.7557223671251,-0.0057356381471436,-0.0859628056364272,-0.0859628056364272,976.7277911885932,-0.0016515428555976,-0.0117094388465375,1000.0,-1000.0,-409.6252385164039,-1000.0,-3.223696046221221,-0.1432713427273029,-0.0114121611325117,-6.097323321543968,-0.176952494839611,1000.0,-0.0056317611378062, Neutralism
SRR12328893.bin.28.fbc2XSRR12328893.bin.2.fbc2 ,-0.0761927169763794,-0.0761927169763794,322.6542073788792,-0.0014638370216744,-0.010378604483435,1000.0,-1000.0,-192.48561271290416,267.7146711396108,-2.8573073976521077,-0.1269878616274127,-0.0101151138195518,150.42335499367482,-400.6577956593928,1000.0,-0.0049916842438051,-0.0550492025013227,-0.0550492025013227,677.3457926211208,-0.001057621565792,-0.0074985369017213,-1000.0,999.9174209081402,911.9456943912757,291.74288006257666,-2.064403262984001,-0.0917486708354999,-0.0073081650198218,849.5766450063252,-599.3422043406072,-999.9174209081402,-0.0036064895394929, Competition
SRR12328893.bin.14.fbc2XSRR12328893.bin.8.fbc2 ,-0.0675835296882496,-0.0675835296882496,71.54953329407317,-0.0012984347682731,-0.0092059025070057,-1000.0,1000.0,0.0,-190.73806886046577,-2.534453777220847,-0.1126392161470448,-0.0089721842487051,167.19622839116187,-0.1379976471712325,-1000.0,-0.0044276625598058,-0.0864866090861369,-0.0864866090861369,803.1119211234231,-0.0016616063225001,-0.0117807888265133,0.0,0.0,882.9472571830681,-809.2619311395342,-3.243339229076014,-0.1441443484768569,-0.0114816996884883,1.37585988321905,-399.6793756132074,0.0,-0.005666077559681, Neutralism
SRR12328893.bin.24.fbc2XSRR12328893.bin.7.fbc2 ,-0.0766088444728438,-0.0766088444728438,88.71709651942001,-0.0014718317862616,-0.0104352873643165,-674.3369299229096,1000.0,1000.0,123.52888040777044,-2.872912618479063,-0.1276814074547019,-0.010170357642778,134.40015710394914,-581.4444976757396,-1000.0,-0.0050189463910328,-0.1585044402858102,-0.1585044402858102,450.29854138398537,-0.0030452342033413,-0.0215907105019823,-0.2377718865997167,0.0,-1000.0,539.880389923276,-5.944083998597421,-0.2641740671429033,-0.0210425683453649,865.5998428960509,-418.5555023242604,0.0,-0.0103842486334997, Neutralism
SRR12328893.bin.28.fbc2XSRR12328893.bin.22.fbc2 ,-0.0761927169763794,-0.0761927169763794,322.6542073788792,-0.0014638370216744,-0.010378604483435,-1000.0,1000.0,-192.48561271290416,267.714671139611,-2.8573073976521077,-0.1269878616274127,-0.0101151138195518,150.42335499367482,-400.6577956593928,-1000.0,-0.0049916842438051,-0.1554258442743048,-0.1554258442743048,677.3457926211208,-0.0029860873058851,-0.0211713589991404,999.766846303152,-1000.0,-663.930134013159,-514.620246761473,-5.828633395086513,-0.2590430737903944,-0.020633863284047,849.5766450063252,-500.0,1000.0,-0.0101825577132785, Competition
SRR12328893.bin.2.fbc2XSRR12328893.bin.21.fbc2 ,-0.0812719339235172,-0.0812719339235172,1000.0,-0.0015614204404528,-0.0110704709225046,0.0,-0.1219157079874548,0.0,-1000.0,-3.047783400256208,-0.1354532232059,-0.0107894152432663,1000.0,-641.6549866900132,0.1219157079874548,-0.005324443701852,0.0,0.0,0.0,0.0,0.0,-1000.0,1000.0,-283.30997338002635,0.0,0.0,0.0,0.0,0.0,-358.3450133099868,-1000.0,0.0, Amensalism
SRR12328893.bin.5.fbc2XSRR12328893.bin.10.fbc2 ,-0.1729785094593126,-0.1729785094593126,992.3758104649664,-0.0033233143027473,-0.0235622984066594,-685.2251224638062,1000.0,-1000.0,1000.0,-6.486876887008975,-0.2882975157654073,-0.0229641018321444,1000.0,-491.5556960648937,-1000.0,-0.0113325017724719,-0.0152997486005688,-0.0152997486005688,7.624189535033679,-0.0002939432968105,-0.0020840579745708,1000.0,-315.30021185738565,362.92024439603256,-10.959441321322174,-0.5737567394047574,-0.0254995810009859,-0.0020311481812314,0.0,-508.4443039351063,315.30021185738565,-0.0010023466422808, Amensalism
SRR12328893.bin.10.fbc2XSRR12328893.bin.8.fbc2 ,-0.0314332607551932,-0.0314332607551932,196.90044929194028,-0.0006039051057769,-0.0042816871998638,0.0,999.670981265538,339.84207336246345,-89.81614212460931,-1.1787804931020671,-0.0523887679254357,-0.004172984280899,198.99768536027705,-600.3206224067451,-999.670981265538,-0.002059316410623,-0.0864860749794615,-0.0864860749794615,803.0995507080597,-0.0016615960611261,-0.0117807160730762,1000.0,-1000.0,660.1579266375365,-809.2371715467895,-3.2433191995145307,-0.1441434582991405,-0.0114816287821213,1.3758513864605677,-399.6793775932549,1000.0,-0.0056660425683503, Amensalism
SRR12328893.bin.28.fbc2XSRR12328893.bin.30.fbc2 ,-0.0814828276938897,-0.0814828276938897,610.8494117478908,-0.0015654721938744,-0.0110991978549463,0.0,0.0,-16.50676352428775,223.08494237243207,-3.0556921394899064,-0.1358047128230737,-0.0108174128599785,-5.460595841526583,-400.7034668469514,0.0,-0.0053382601812472,-0.0855545112556228,-0.0855545112556228,389.1505882521092,-0.001643698583166,-0.0116538229549405,-1000.0,1000.0,-983.4932364757124,-405.1590300168224,-3.208384575508262,-0.1425908520926668,-0.0113579572099524,-20.103863690320168,-0.1761120300739094,-1000.0,-0.0056050121687576, Amensalism
SRR12328893.bin.5.fbc2XSRR12328893.bin.21.fbc2 ,-0.173640443284512,-0.173640443284512,1000.0,-0.0033360315712798,-0.0236524638403352,-239.416573281412,1000.0,-500.92714572424734,1000.0,-6.511700104906481,-0.2894007388075579,-0.0230519781574685,1000.0,-690.5004101150414,-1000.0,-0.0113758676579891,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-499.0728542757527,0.0,0.0,0.0,0.0,0.0,-0.4635728621236694,0.0,0.0, Amensalism
SRR12328893.bin.16.fbc2XSRR12328893.bin.30.fbc2 ,-0.0876576718162596,-0.0876576718162596,613.6469702950035,-0.0016841051261735,-0.0119403053444102,-1000.0,999.7554174125288,0.0,-7.634688496800777,-3.287255318892335,-0.146096119693766,-0.0116371664216785,1000.0,-915.7525526488768,-999.7554174125288,-0.0057427984801279,-0.0859628056364272,-0.0859628056364272,386.3530297049965,-0.0016515428555976,-0.0117094388465375,1000.0,-1000.0,-1000.0,-407.2101992746655,-3.223696046221221,-0.1432713427273029,-0.0114121611325117,-3.68228407980564,-0.176952494839611,1000.0,-0.0056317611378062, Neutralism
